,E_Equipment Serial Number,E_OEM Nameplate SN
8432,802378,802378UK
8433,244363,GT117
8434,G08488,G08488
8435,809684,05455
8436,806886,806886
8437,801112,801112
8438,805692,805692
8439,800892,800892UK
8440,806890,806890
8441,807894,807894UK
8442,802666,802666UK
8443,244844,244844
8444,801394,801394UK
8445,245085,245085
8446,801219,801219
8447,801267,801267
8448,147865,147865
8449,281672,281672
8450,820922,7230243
8451,296969,296969
8452,805688,805688
8453,811715,T89
8454,244846,244846
8455,295976,295976
8456,802270,802270
8457,801440,17A2871-1
8458,806691,806691UK
8459,226136,GT100
8460,801324,801324
8461,803414,803414
8462,930197,05721
8463,806544,806544
8464,95083,95083
8465,802662,802662UK
8466,805997,805997UK
8467,808870,808870
8468,296261,05708
8469,803355,803355UK
8470,806541,806541
8471,807999,807999UK
8472,95081,95081
8473,806335,806335
8474,802681,802681UK
8475,245191,245191
8476,295781,295781
8477,296251,296251
8478,809687,05686
8479,803387,803387UK
8480,806322,806322
8481,802529,802529
8482,802638,802638UK
8483,804305,804305UK
8484,806927,806927UK
8485,802267,802267
8486,806282,806282
8487,801289,801289
8488,801438,17A2681-1
8489,244913,GT220
8490,801071,801071UK
8491,806239,806239
8492,802881,802881
8493,930195,05706
8494,806543,806543
8495,804306,804306UK
8496,806437,806437
8497,G08518,G08518
8498,803416,803416
8499,803498,803498
8500,802658,802658UK
8501,806283,806283
8502,801297,801297
8503,930193,05704
8504,804833,804833
8505,G06619,G06619
8506,801212,801212
8507,806291,806291
8508,803389,803389UK
8509,802641,802641UK
8510,801210,801210
8511,812023,45076
8512,801448,17A2661-1
8513,806645,806645UK
8514,802636,802636UK
8515,806288,806288
8516,801248,801248
8517,282349,282349
8518,808357,808357UK
8519,11249,05429
8520,802650,802650UK
8521,806505,806505
8522,806672,806672UK
8523,810384,T9E114
8524,807968,807968UK
8525,808869,808869
8526,807897,807897UK
8527,801389,801389
8528,237977,GT317
8529,801022,801022
8530,808108,808108UK
8531,295617,295617
8532,802259,802259UK
8533,808876,808876
8534,803338,803338
8535,802485,802485UK
8536,806670,806670UK
8537,800986,800986UK
8538,245268,GT264
8539,806302,806302
8540,808258,808258UK
8541,801301,801301
8542,803133,803133UK
8543,811714,T88
8544,805694,805694
8545,806290,806290
8546,127677,127677
8547,G08002,G08002
8548,822088,481949
8549,801044,801044
8550,802679,802679UK
8551,805029,805029UK
8552,802647,802647UK
8553,179318,179318
8554,806508,806508
8555,806511,806511
8556,801198,801198
8557,801109,801109
8558,282148,GT325
8559,214039,214039
8560,812067,44386
8561,801202,801202
8562,801390,801390
8563,807997,807997UK
8564,808871,808871
8565,801378,801378
8566,801852,801852UK
8567,802271,802271
8568,806986,806986UK
8569,801213,801213
8570,226252,T72
8571,806673,806673UK
8572,244795,GT217
8573,801114,801114
8574,802530,802530
8575,821840,7239756
8576,821834,7239754
8577,803169,803169UK
8578,802643,802643UK
8579,226380,GT163
8580,297291,297291
8581,802646,802646UK
8582,807013,807013UK
8583,803763,803763UK
8584,802531,802531
8585,801382,801382
8586,803413,803413
8587,802678,802678UK
8588,812073,44815
8589,295975,295975
8590,802379,802379UK
8591,930190,05696
8592,296252,296252
8593,296262,05709
8594,EGG0021,EGG0021
8595,806432,806432
8596,801284,801284
8597,806433,806433
8598,806885,806885
8599,802497,802497
8600,281895,281895
8601,806994,806994UK
8602,806646,806646UK
8603,804017,804017
8604,802694,802694
8605,147785,147785
8606,801392,801392
8607,806196,806196
8608,808109,808109UK
8609,806671,806671UK
8610,802486,802486UK
8611,127635,127635
8612,806549,806549
8613,805810,805810UK
8614,801292,801292
8615,801311,801311
8616,226378,GT162
8617,801246,801246
8618,G08409,G08409
8619,801293,801293
8620,806546,806546
8621,801197,801197
8622,801294,801294
8623,800966,800966
8624,802269,802269
8625,G08411,G08411
8626,806237,806237
8627,95078,95078
8628,226251,T71
8629,282353,571990
8630,806647,806647UK
8631,296254,296254
8632,800624,800624UK
8633,G06404,G06404
8634,820336,7220411
8635,282541,282541
8636,803222,803222UK
8637,281669,GT277
8638,806527,806527
8639,802688,802688
8640,296970,296970
8641,808255,808255UK
8642,802664,802664UK
8643,806430,806430
8644,801948,801948UK
8645,805780,805780
8646,295985,295985
8647,821836,7239755
8648,806330,806330
8649,806636,806636
8650,805814,805814UK
8651,802273,802273
8652,800968,800968
8653,806324,806324
8654,821842,7239749
8655,226375,226375
8656,214343,214343
8657,800270,800270UK
8658,801023,801023
8659,801288,801288
8660,801441,17A2881-1
8661,802653,802653UK
8662,801391,801391
8663,900209,T677
8664,802656,802656UK
8665,802284,802284
8666,95092,95092
8667,900211,T680
8668,803415,803415
8669,807699,807699UK
8670,801242,801242UK
8671,808358,808358UK
8672,801439,17A2671-1
8673,244843,244843
8674,806635,806635
8675,802866,802866
8676,806289,806289
8677,805250,805250UK
8678,805816,805816UK
8679,805817,805817UK
8680,808391,808391UK
8681,806208,806208
8682,802268,802268
8683,806542,806542
8684,930184,05657
8685,808674,808674
8686,179150,179150
8687,821832,7239753
8688,282172,GT329
8689,800983,800983UK
8690,179148,179148
8691,808864,808864
8692,801295,801295
8693,805813,805813UK
8694,805249,805249UK
8695,806510,806510
8696,808882,808882
8697,802262,802262UK
8698,800626,800626UK
8699,801286,801286
8700,800985,800985UK
8701,282540,282540
8702,226138,226138
8703,806548,806548
8704,810289,810289
8705,801222,801222
8706,802261,802261UK
8707,801442,17A2641-1
8708,806504,806504
8709,226078,T074
8710,801437,17A2861-1
8711,282146,GT323
8712,802199,802199
8713,964921,X964921
8714,802488,802488UK
8715,801375,801375
8716,801299,801299
8717,802532,802532
8718,805819,805819UK
8719,801266,801266
8720,147845,147845
8721,801208,801208
8722,801973,801973
8723,801302,801302
8724,802655,802655UK
8725,810383,T9E113
8726,821502,557286
8727,800628,800628UK
8728,808862,808862
8729,282170,GT327
8730,297631,297631
8731,808867,808867
8732,806429,806429
8733,805812,805812UK
8734,245144,GT232
8735,801239,801239UK
8736,179149,179149
8737,802635,802635UK
8738,802639,802639UK
8739,805247,805247UK
8740,800984,800984UK
8741,295992,295992
8742,805028,805028UK
8743,226075,226075
8744,806445,806445
8745,282539,282539
8746,802680,802680UK
8747,802230,802230UK
8748,802651,802651UK
8749,807886,807886UK
8750,800891,800891UK
8751,805340,805340
8752,295983,295983
8753,801111,801111
8754,802483,802483UK
8755,809688,05687
8756,808873,808873
8757,812000,45898
8758,808875,808875
8759,295784,295784
8760,806238,806238
8761,802482,802482UK
8762,802462,802462UK
8763,806528,806528
8764,226170,GT108
8765,95084,95084
8766,801027,801027
8767,803134,803134UK
8768,295970,295970
8769,244796,GT218
8770,806545,806545
8771,801447,17A2891-1
8772,806902,806902
8773,298958,298958
8774,806509,806509
8775,801026,801026
8776,801459,801459UK
8777,127681,127681
8778,801414,801414
8779,801416,801416
8780,806893,806893
8781,802665,802665UK
8782,805815,805815UK
8783,803493,803493UK
8784,11250,05430
8785,802661,802661UK
8786,282351,571980
8787,819382,570540
8788,802652,802652UK
8789,801196,801196
8790,809055,260134-1
8791,812066,312415
8792,801047,801047
8793,244903,GT214
8794,802272,802272
8795,802260,802260UK
8796,281701,281701
8797,95091,95091
8798,245146,GT234
8799,801280,801280
8800,801386,801386
8801,803373,803373
8802,295993,295993
8803,802189,802189UK
8804,801300,801300
8805,801045,801045
8806,802644,802644UK
8807,802692,802692
8808,801217,801217
8809,281673,281673
8810,821357,7237158
8811,930196,05720
8812,801953,801953
8813,805807,805807UK
8814,803519,803519
8815,801070,801070UK
8816,807884,807884UK
8817,805518,805518
8818,801443,17A2651-1
8819,244797,GT219
8820,801388,801388
8821,226139,226139
8822,802649,802649UK
8823,801221,801221
8824,95079,95079
8825,245185,245185
8826,245192,245192
8827,801285,801285
8828,805999,805999UK
8829,244872,GT181
8830,801384,801384
8831,801247,801247
8832,297632,297632
8833,930191,05697
8834,806144,806144
8835,806431,806431
8836,802231,802231
8837,298034,298034
8838,179147,179147
8839,801207,801207
8840,805693,805693
8841,801199,801199
8842,802498,802498
8843,808879,808879
8844,806323,806323
8845,801072,801072UK
8846,802642,802642UK
8847,802274,802274
8848,298957,298957
8849,803372,803372
8850,802654,802654UK
8851,802265,802265UK
8852,802264,802264UK
8853,282444,572000
8854,801241,801241UK
8855,804768,804768
8856,804855,804855
8857,802693,802693
8858,801387,801387
8859,244845,244845
8860,802993,802993
8861,806987,806987UK
8862,802487,802487UK
8863,803217,803217
8864,801379,801379
8865,805501,805501
8866,807967,807967UK
8867,805781,805781
8868,801310,801310
8869,298035,298035
8870,296260,05707
8871,179322,179322
8872,95082,95082
8873,806925,806925UK
8874,804967,05763
8875,805783,805783
8876,803417,803417
8877,801304,801304
8878,803343,803343
8879,802676,802676UK
8880,G06618,G06618
8881,801216,801216
8882,802677,802677UK
8883,801265,801265
8884,802645,802645UK
8885,245184,245184
8886,801417,801417
8887,245183,245183
8888,808863,808863
8889,244794,GT216
8890,801853,801853UK
8891,802190,802190UK
8892,801025,801025
8893,245263,GT257
8894,805139,805139UK
8895,805821,805821UK
8896,214339,T51
8897,237979,237979
8898,806690,806690UK
8899,805521,805521UK
8900,226077,T073
8901,801298,801298
8902,801043,801043
8903,806300,806300
8904,803091,803091UK
8905,225988,225988
8906,803390,803390UK
8907,803419,803419
8908,802659,802659UK
8909,801215,801215
8910,806197,806197
8911,803339,803339
8912,295616,295616
8913,900543,T688
8914,802992,802992
8915,282171,GT328
8916,281704,281704
8917,808865,808865
8918,801312,801312
8919,801113,801113
8920,802631,802631UK
8921,244842,244842
8922,806142,806142
8923,801287,801287
8924,802690,802690
8925,805808,805808UK
8926,801024,801024
8927,803423,803423UK
8928,801204,801204
8929,820335,7220409
8930,801498,801498UK
8931,282542,282542
8932,803385,803385
8933,807998,807998UK
8934,806924,806924UK
8935,806331,806331
8936,801415,801415
8937,801240,801240UK
8938,801303,801303
8939,297018,297018
8940,801374,801374
8941,810288,810288
8942,801052,801052
8943,801290,801290
8944,801444,17A2631-1
8945,801445,17A2901-1
8946,226137,GT81
8947,179321,179321
8948,EGG0028,EGG0028
8949,801854,801854UK
8950,282023,282023
8951,802263,802263UK
8952,803344,803344
8953,802657,802657UK
8954,800627,800627UK
8955,806301,806301
8956,806420,806420UK
8957,806540,806540
8958,801296,801296
8959,281742,281742
8960,806435,806435
8961,801376,801376
8962,803520,803520
8963,281702,281702
8964,147779,147779
8965,295783,295783
8966,809689,05803
8967,812001,45908
8968,807837,807837
8969,808877,808877
8970,807883,807883UK
8971,805509,805509UK
8972,95077,095077
8973,802499,802499
8974,801380,801380
8975,801947,801947UK
8976,296253,296253
8977,G08410,G08410
8978,801381,801381
8979,800269,800269UK
8980,11251,05431
8981,806506,806506
8982,807697,807697UK
8983,805782,805782
8984,806421,806421UK
8985,808868,808868
8986,802640,802640UK
8987,295991,295991
8988,802630,802630UK
8989,226018,T070
8990,805779,805779
8991,245274,GT270
8992,801383,801383
8993,226079,T75
8994,803412,803412
8995,801218,801218
8996,244888,GT191
8997,806512,806512
8998,295973,295973
8999,801200,801200
9000,803231,803231UK
9001,800890,800890UK
9002,803418,803418
9003,808175,808175UK
9004,806436,806436
9005,808883,808883
9006,803851,803851
9007,803122,803122UK
9008,803500,803500
9009,803312,803312
9010,808880,808880
9011,95080,95080
9012,281703,281703
9013,801950,801950
9014,801282,801282
9015,801385,801385
9016,803760,803760
9017,806897,806897
9018,806507,806507
9019,801951,801951
9020,808239,808239UK
9021,812895,251687
9022,822059,691280
9023,808874,808874
9024,802266,802266
9025,226076,226076
9026,282352,571970
9027,803374,803374
9028,801497,801497UK
9029,806633,806633
9030,821838,7241691
9031,806332,806332
9032,900210,T678
9033,900212,T684
9034,808872,808872
9035,295969,295969
9036,805818,805818UK
9037,806892,806892
9038,179151,179151
9039,806444,806444
9040,295618,295618
9041,802484,802484UK
9042,800889,800889UK
9043,226273,226273
9044,801205,801205
9045,802200,802200
9046,819582,963461
9047,803384,803384
9048,800967,800967
9049,806434,806434
9050,806446,806446
9051,801209,801209
9052,802892,802892
9053,245145,GT233
9054,281705,281705
9055,801048,801048
9056,214338,T50
9057,810182,810182
9058,801021,801021
9059,803518,803518
9060,801281,801281
9061,801206,801206
9062,803388,803388UK
9063,808878,808878
9064,282147,GT324
9065,295984,295984
9066,295990,295990
9067,801446,17A2691-1
9068,802149,802149
9069,801214,801214
9070,245270,GT266
9071,801279,801279
9072,930192,05698
9073,802463,802463UK
9074,G08795,G08795
9075,802691,802691
9076,147794,147794
9077,803085,803085UK
9078,803253,803253UK
9079,803311,803311
9080,179152,179152
9081,802634,802634UK
9082,801291,801291
9083,805820,805820UK
9084,802806,802806
9085,295780,295780
9086,802648,802648UK
9087,801223,801223
9088,806284,806284
9089,802686,802686UK
9090,297019,297019
9091,801283,801283
9092,802663,802663UK
9093,803900,803900
9094,930194,05705
9095,809690,05802
9096,801211,801211
9097,245271,GT267
9098,806428,806428
9099,801110,801110
9100,806048,806048UK
9101,801377,801377
9102,802637,802637UK
9103,803299,803299UK
9104,803849,803849
9105,808110,808110UK
9106,244904,GT215
9107,806547,806547
9108,803499,803499
9109,801220,801220
9110,806669,806669UK
9111,803310,803310
9112,806634,806634
9113,803170,803170UK
9114,803898,803898
9115,801203,801203
9116,295974,295974
9117,801278,801278
9118,295971,295971
9119,803268,803268UK
9120,805510,805510UK
9121,801851,801851UK
9122,802629,802629UK
9123,147844,147844
9124,803371,803371
9125,801201,801201
9126,800625,800625UK
9127,805809,805809UK
9128,805998,805998UK
9129,802660,802660UK
9130,802689,802689
9131,295890,295890
9132,244768,244768
9133,820220,7217897
9134,820213,7217896
9135,226245,226245
9136,226244,226244
9137,298319,298319
9138,298389,298389
9139,299009,299009
9140,299008,299008
9141,875060,875060
9142,875056,875056
9143,875053,875053
9144,801980,801980
9145,282071,282071
9146,295891,295891
9147,226250,226250
9148,226249,226249
9149,226248,226248
9150,226247,226247
9151,G00350,G00350
9152,G00351,G00351
9153,244400,244400
9154,244399,244399
9155,244395,244395
9156,244394,244394
9157,244393,244393
9158,EGG0214,EGG0214
9159,EGG0216,EGG0216
9160,EGG0213,EGG0213
9161,EGG0211,EGG0211
9162,EGG0215,EGG0215
9163,EGG0210,EGG0210
9164,EGG0034,EGG0034
9165,EGG0027,EGG0027
9166,EGG0212,EGG0212
9167,EGG0209,EGG0209
9168,244511,244511
9169,244510,244510
9170,244509,244509
9171,244508,244508
9172,244507,244507
9173,244506,244506
9174,226246,226246
9175,801797,801797
9176,298036,298036
9177,298037,298037
9178,245190,245190
9179,245130,245130
9180,809239,260307
9181,804559,804559
9182,804558,804558
9183,804506,804506
9184,804442,804442
9185,804441,804441
9186,804440,804440
9187,804444,804444
9188,804443,804443
9189,298593,298593
9190,295609,295609
9191,295612,295612
9192,295610,295610
9193,295608,295608
9194,803997,803997
9195,803996,803996
9196,804423,804423
9197,804422,804422
9198,804421,804421
9199,804420,804420
9200,803995,803995
9201,803994,803994
9202,803993,803993
9203,803992,803992
9204,804463,804463UK
9205,804462,804462UK
9206,804428,804428UK
9207,244362,244362
9208,226373,226373
9209,226274,226274
9210,226135,GT74
9211,226372,226372
9212,226374,226374
9213,226169,GT78
9214,281958,281958
9215,281957,281957
9216,804942,804942UK
9217,804941,804941UK
9218,800305,800305
9219,806569,806569
9220,806570,806570
9221,244738,244738
9222,244737,244737
9223,244736,244736
9224,244766,244766
9225,244740,244740
9226,244735,244735
9227,244772,244772
9228,244771,244771
9229,244739,244739
9230,244767,244767
9231,281959,281959
9232,244775,244775
9233,281664,964991
9234,816132,964971
9235,245273,GT269
9236,245272,GT268
9237,245087,245087
9238,245178,245178
9239,245188,245188
9240,802381,802381UK
9241,147757,147757
9242,147765,147765
9243,296724,296724
9244,296725,296725
9245,801020,801020
9246,801019,801019
9247,801972,801972
9248,802287,802287
9249,806575,806575
9250,802285,802285
9251,281671,GT286
9252,245266,GT256
9253,245322,GT278
9254,281665,GT280
9255,226171,GT113
9256,226272,GT115
9257,226140,GT101
9258,226094,GT94
9259,282390,282390
9260,282389,282389
9261,244461,244461
9262,244682,244682
9263,245222,245222
9264,245221,245221
9265,245260,GT255
9266,245261,GT254
9267,245264,GT258
9268,244632,244632
9269,245220,245220
9270,244425,244425
9271,244444,244444
9272,244466,244466
9273,226224,226224
9274,127689,127689
9275,281994,281994
9276,282060,GT319
9277,282059,GT318
9278,225967,225967
9279,97677,97677
9280,127717,127717
9281,127718,127718
9282,245265,GT259
9283,244684,244684
9284,282074,282074
9285,244683,244683
9286,281899,281899
9287,282075,282075
9288,244809,244809
9289,244811,244811
9290,127784,127784
9291,147750,147750
9292,806232,806232UK
9293,245174,245174
9294,214444,214444
9295,225972,225972
9296,806334,806334
9297,806333,806333
9298,804309,804309UK
9299,804219,804219UK
9300,804218,804218UK
9301,804217,804217UK
9302,806861,806861UK
9303,806860,806860UK
9304,147766,147766
9305,810334,810334
9306,810333,810333
9307,225966,225966
9308,245182,245182
9309,244881,GT190
9310,244898,GT204
9311,244896,GT202
9312,244774,244774
9313,244681,244681
9314,802382,802382UK
9315,214062,214062
9316,214061,214061
9317,237978,237978
9318,244882,GT194
9319,244873,GT182
9320,803684,803684
9321,803683,803683
9322,806206,806206
9323,806207,806207
9324,805860,805860
9325,806205,806205
9326,282391,282391
9327,281954,281954
9328,281955,281955
9329,244622,244622
9330,244621,244621
9331,244479,GT116
9332,245179,245179
9333,245180,245180
9334,214351,GT59
9335,214357,214357
9336,245262,245262
9337,802150,802150
9338,296398,296398
9339,295994,295994
9340,244769,244769
9341,244759,244759
9342,281956,281956
9343,804622,804622
9344,295611,295611
9345,295607,295607
9346,803503,T00016
9347,S00039,S00039
9348,S00001,S00001
9349,T00008,T00008
9350,T00004,T00004
9351,T00003,T00003
9352,803077,803077
9353,803078,803078
9354,803868,803868
9355,803441,S00011
9356,803442,S00010
9357,803421,S00007
9358,802429,802429UK
9359,S00096,S00096
9360,S00025,S00025
9361,S00061,S00061
9362,S00055,S00055
9363,803700,S00093
9364,803470,G00787
9365,803469,G00786
9366,S00077,S00077
9367,803258,803258UK
9368,803272,803272UK
9369,803271,803271UK
9370,G00286,G00286
9371,G00285,G00285
9372,G00282,G00282
9373,G00281,G00281
9374,G00278,G00278
9375,G00276,G00276
9376,803937,803937
9377,803938,803938
9378,803929,803929
9379,803936,803936
9380,803928,803928
9381,803932,803932
9382,S00035,S00035
9383,S00034,S00034
9384,V00347,V00347
9385,V00345,V00345
9386,V00343,V00343
9387,V00340,V00340
9388,V00339,V00339
9389,803848,803848
9390,803850,803850
9391,803323,S00008
9392,G00538,G00538
9393,G00537,G00537
9394,G00536,G00536
9395,G00535,G00535
9396,G00840,G00840
9397,G00859,G00859
9398,G00860,G00860
9399,G00861,G00861
9400,G00862,G00862
9401,G00864,G00864
9402,S00048,S00048
9403,S00044,S00044
9404,S00050,S00050
9405,S00049,S00049
9406,S00019,S00019
9407,S00018,S00018
9408,S00014,S00014
9409,S00013,S00013
9410,GG751117,751117
9411,860015,860015
9412,860010,860010
9413,806550,806550
9414,G06811,G06811
9415,226017,226017
9416,G06633,G06633
9417,810925,810925
9418,G06812,G06812
9419,214460,214460
9420,810291,810291
9421,G06993,G06993
9422,G06580,G06580
9423,G06994,G06994
9424,G07006,G07006
9425,226098,226098
9426,G06498,G06498
9427,G07005,G07005
9428,214439,GT64
9429,G06813,G06813
9430,G07004,G07004
9431,G07011,G07011
9432,G06921,G06921
9433,G06621,G06621
9434,G06636,G06636
9435,G06857,G06857
9436,214463,214463
9437,809640,05889
9438,G06856,G06856
9439,809646,05823
9440,930198,05722
9441,890023,890023
9442,225923,225923
9443,890016,890016
9444,809642,05825
9445,G06887,G06887
9446,809653,G06484
9447,850003,850003
9448,214464,214464
9449,809641,05888
9450,809650,G06478
9451,810551,140800
9452,809639,05912
9453,930199,05723
9454,930207,05731
9455,G07012,G07012
9456,850001,850001
9457,810550,140790
9458,809652,G06481
9459,225987,225987
9460,G06472,G06472
9461,930210,05757
9462,G06634,G06634
9463,890018,890018
9464,G07013,G07013
9465,214440,GT70
9466,805066,805066
9467,850000,850000
9468,G06430,G06430
9469,890020,890020
9470,214461,214461
9471,214453,T68
9472,214458,214458
9473,810908,140810
9474,809647,05821
9475,805035,805035
9476,930200,05724
9477,890021,890021
9478,809644,05913
9479,930202,05726
9480,G06581,G06581
9481,930211,05758
9482,G07007,G07007
9483,G06620,G06620
9484,930203,05727
9485,809658,G06420
9486,G06888,G06888
9487,G06635,G06635
9488,809649,G06483
9489,G06296,G06296
9490,G06869,G06869
9491,214462,214462
9492,G06995,G06995
9493,G06673,G06673
9494,225989,225989
9495,G07014,G07014
9496,930201,05725
9497,930209,05756
9498,226145,226145
9499,G06814,G06814
9500,214457,570520
9501,G06810,G06810
9502,G06889,G06889
9503,850002,850002
9504,930212,05759
9505,G07015,G07015
9506,890025,890025
9507,809654,G06479
9508,G07009,G07009
9509,G06429,G06429
9510,G06868,G06868
9511,810549,140780
9512,805067,805067
9513,809643,05824
9514,G07016,G07016
9515,930205,05729
9516,G07003,G07003
9517,930213,05760
9518,809656,G06405
9519,809645,05822
9520,809657,G06421
9521,214459,214459
9522,930206,05730
9523,804948,804948
9524,296919,296919
9525,G06809,G06809
9526,809648,G06482
9527,G06870,G06870
9528,214455,570500
9529,930204,05728
9530,809651,G06477
9531,G07008,G07008
9532,G06385,G06385
9533,809222,7252301
9534,226016,226016
9535,890120,890120
9536,890118,890118
9537,804787,804787UK
9538,802808,802808UK
9539,850010,850010
9540,296900,G06037
9541,296874,G06036
9542,296873,G06035
9543,G06309,G06309
9544,890117,890117
9545,890116,890116
9546,295582,140160
9547,295434,140110
9548,295433,140100
9549,295349,295349
9550,295348,295348
9551,295347,295347
9552,295333,295333
9553,295332,295332
9554,805034,805034
9555,804947,804947
9556,225950,225950
9557,966941,GT368
9558,810547,810547
9559,810546,810546
9560,810545,810545
9561,810548,810548
9562,GG751123,751123
9563,GG751122,751122
9564,GG751124,751124
9565,GG751109,751109
9566,GG751058,751058
9567,GG751110,751110
9568,GG751042,751042
9569,GG751126,751126
9570,GG751118,751118
9571,GG751121,751121
9572,GG751125,751125
9573,GG751113,751113
9574,GG587001,587001
9575,GG474196,474196
9576,GG474154,474154
9577,GG474200,474200
9578,GG751098,751098
9579,GG751061,751061
9580,GG678188,678188
9581,GG678180,678180
9582,GG192127,192127
9583,GG191611,191611
9584,GG191310,191310
9585,GG191309,191309
9586,GG191106,191106
9587,GG481639,481639
9588,GG678181,678181
9589,GG678179,678179
9590,GG192561,192561
9591,GG192562,192562
9592,GG192556,192556
9593,GG192552,192552
9594,GG192548,192548
9595,GG192542,192542
9596,GG192550,192550
9597,GG192501,192501
9598,GG192551,192551
9599,GG192503,192503
9600,GG557133,557133
9601,GG679353,679353
9602,GG679347,679347
9603,GG679356,679356
9604,GG679349,679349
9605,GG481737,481737
9606,GG481717,481717
9607,GG481905,481905
9608,GG679278,679278
9609,GG679328,679328
9610,GG679344,679344
9611,GG679326,679326
9612,GG679350,679350
9613,GG679332,679332
9614,GG679333,679333
9615,GG679341,679341
9616,GG679327,679327
9617,GG679266,679266
9618,GG679274,679274
9619,GG474155,474155
9620,GG191144,191144
9621,GG679189,679189
9622,GG678152,678152
9623,GG557261,557261
9624,GG557240,557240
9625,GG557258,557258
9626,GG557171,557171
9627,GG557265,557265
9628,GG557252,557252
9629,GG557239,557239
9630,GG557251,557251
9631,GG557243,557243
9632,GG557256,557256
9633,GG557250,557250
9634,GG557266,557266
9635,GG557264,557264
9636,GG557238,557238
9637,GG679339,679339
9638,GG192146,192146
