E_Equipment Serial Number;E_OEM Nameplate SN
GG642203;642203
GG481561;481561
GG671261;671261
GG671263;671263
GG671267;671267
GG671266;671266
GG671268;671268
GG671265;671265
GG671264;671264
GG671269;671269
GG481557;481557
GG481903;481903
GG481725;481725
GG481862;481862
GG481762;481762
GG481764;481764
GG474167;474167
GG481776;481776
GG751516;751516
GG481382;481382
GG191699;191699
GG474164;474164
GG481722;481722
GG481758;481758
GG417416;417416
GG417183;417183
GG417185;417185
GG676113;676113
GG676115;676115
GG676192;676192
GG676121;676121
GG676119;676119
GG676190;676190
GG676123;676123
GG676117;676117
GG676191;676191
GG676169;676169
GG676194;676194
GG676149;676149
GG676147;676147
GG676152;676152
GG676151;676151
GG676201;676201
GG676176;676176
GG676148;676148
GG676144;676144
GG676200;676200
GG676202;676202
GG676143;676143
GG677212;677212
GG677211;677211
GG677210;677210
GG559154;559154
GG559150;559150
GG559153;559153
GG559128;559128
GG559127;559127
GG559129;559129
GG559149;559149
GG559134;559134
GG677192;677192
GG677191;677191
GG677133;677133
GG677136;677136
GG677149;677149
GG677130;677130
GG677122;677122
GG677129;677129
GG677131;677131
GG677183;677183
GG677190;677190
GG677132;677132
GG677152;677152
GG677158;677158
GG677151;677151
GG677193;677193
GG677156;677156
GG677202;677202
GG677178;677178
GG677154;677154
GG677153;677153
GG677176;677176
GG677180;677180
GG677181;677181
GG677198;677198
GG677201;677201
GG677200;677200
GG677199;677199
GG677203;677203
GG677134;677134
71057;71057
71056;71056
GG677056;677056
GG677055;677055
GG677052;677052
299540;299540
299539;299539
299538;299538
299537;299537
299536;299536
G09684;G09684
G09659;G09659
G09789;G09789
G09787;G09787
G09786;G09786
G09785;G09785
G09661;G09661
G09660;G09660
G09662;G09662
G09663;G09663
G09664;G09664
G09665;G09665
G09666;G09666
G09667;G09667
G09651;G09651
G09652;G09652
G09620;G09620
G09611;G09611
G09612;G09612
G09610;G09610
G07895;G07895
G08903;G08903
G08902;G08902
G08900;G08900
G09298;G09298
G09645;G09645
G09647;G09647
G09646;G09646
G09644;G09644
G09643;G09643
G09716;G09716
G09062;G09062
G09069;G09069
G09670;G09670
G09668;G09668
G09669;G09669
G09672;G09672
G09671;G09671
G09680;G09680
G09679;G09679
G09676;G09676
G09681;G09681
G09678;G09678
G09677;G09677
G09317;G09317
G09316;G09316
G09566;G09566
299644;G09843
299643;G09842
299642;G09844
299641;G09840
299640;G09839
299639;G09841
808844;G05992
812954;812954
812958;812958
BH1408746;7283175
840026;7268825
BH1407064;642296
G09507;G09507
808804;808804
G09479;G09479
G09473;G09473
G09472;G09472
G09471;G09471
G09451;G09451
G09450;G09450
G09449;G09449
G09202;G09202
G09201;G09201
G09443;G09443
G09445;G09445
G09442;G09442
G09444;G09444
G05169;G05169
G09556;G09556
G09521;G09521
G09520;G09520
G09523;G09523
G09478;G09478
G09477;G09477
G09422;G09422
G09474;G09474
G09605;G09605
G09572;G09572
G09570;G09570
G09569;G09569
G09571;G09571
G09568;G09568
BH1403943;
G09537;G09537
G09541;G09541
BH1403932;
BH1403929;
G09534;G09534
G09533;G09533
G09528;G09528
BH1403915;
G09536;G09536
G09438;G09438
G09437;G09437
BH1403608;616134
BH1403607;606112
BH1403606;879107
BH1403605;691299
BH1403604;616133
BH1403603;642300
BH1403602;616132
BH1403601;677218
BH1403600;557307
BH1403599;691298
BH1403598;677217
BH1403596;677216
BH1403595;642299
BH1403594;642298
BH1403593;616130
BH1403592;587104
812269;G06052
BH1403590;677215
G09482;G09482
BH1403588;616129
BH1403587;616128
G09551;G09551
BH1403585;677214
BH1403584;587103
BH1403583;879106
G09481;G09481
BH1403581;616127
BH1403580;677213
BH1403579;678208
BH1403578;191835
BH1403577;616126
G09487;G09487
BH1403575;587102
BH1403574;616125
BH1403573;678207
G09484;G09484
G09488;G09488
BH1403570;679397
BH1403569;587101
BH1403568;879105
BH1403567;616123
BH1403566;678206
BH1403565;679396
BH1403564;616122
BH1403563;676244
BH1403562;606110
BH1403561;679395
BH1403560;691295
BH1403559;671288
BH1403558;676243
BH1403557;679394
BH1403556;691294
BH1403555;676242
BH1403554;671287
BH1403553;679393
BH1403551;676241
BH1403550;616118
BH1403548;616117
BH1403546;616115
BH1403545;641344
BH1403544;616114
BH1403542;616113
BH1403540;606106
BH1403530;606103
BH1403528;691293
BH1403527;606102
BH1403526;677207
BH1403521;679382
BH1403520;678201
BH1403485;
BH1403412;642295
BH1403401;642285
BH1403393;678053
850288;G09483
G09303;G09303
BH1402362;678054
G09431;G09431
G09430;G09430
G09435;G09435
G09434;G09434
G09305;G09305
G09357;G09357
G09356;G09356
G09359;G09359
G09358;G09358
G09360;G09360
G09363;G09363
G09448;G09448
G09433;G09433
BH1398167;
G09393;G09393
G09486;G09486
G09489;G09489
G09485;G09485
G09404;G09404
G09405;G09405
G09509;G09509
G09494;G09494
G09499;G09499
G09493;G09493
G09540;G09540
G09539;G09539
G09538;G09538
G09589;G09589
G09588;G09588
G09587;G09587
G09586;G09586
G09518;G09518
G09517;G09517
G09492;G09492
G09491;G09491
G09225;G09225
G09226;G09226
G09424;G09424
G08367;G08367
G09197;G09197
G09149;G09149
G09459;G09459
G09413;G09413
G09410;G09410
G09416;G09416
G09224;G09224
G09223;G09223
G09429;G09429
G09428;G09428
G09425;G09425
G09423;G09423
G08368;G08368
G09196;G09196
G09195;G09195
G09152;G09152
G09151;G09151
G09148;G09148
G09150;G09150
G09343;G09343
G09340;G09340
G09341;G09341
G09342;G09342
G09455;G09455
G09456;G09456
G09454;G09454
G09457;G09457
G09460;G09460
G09412;G09412
G09409;G09409
G09411;G09411
G09439;G09439
G09414;G09414
G09299;G09299
G09301;G09301
G09332;G09332
G09333;G09333
G09331;G09331
G08968;G08968
G08969;G08969
G08967;G08967
G09138;G09138
G09140;G09140
G09141;G09141
G09139;G09139
G09382;G09382
G09381;G09381
G09380;G09380
G09436;G09436
G09419;G09419
G09403;G09403
G09426;G09426
G09453;G09453
G09452;G09452
G09427;G09427
840273;191826
995108;995108
995106;995106
G09221;G09221
G09220;G09220
G09330;G09330
G09327;G09327
G09329;G09329
G09328;G09328
840262;616107
G09396;G09396
G09394;G09394
G09371;G09371
G09370;G09370
BH1391763;
850188;G08424
226333;226333
850131;G07944
850187;G08423
245134;245134
281731;281731
225919;GT76
281684;281684
281730;281730
296979;296979
245338;245338
295303;295303
295656;295656
281732;281732
850292;G09366
850293;G09364
850291;850291
850294;G09367
850297;G09368
850296;G09365
840240;G08441
840237;840237
G09177;G09177
G09176;G09176
G09231;G09231
840235;641340
840234;G08433
G09402;G09402
G09048;G09048
G09372;G09372
G09397;G09397
840225;G08442
G09390;G09390
G09391;G09391
G09392;G09392
G09389;G09389
840210;840210
840212;840212
G09505;G09505
942280;561040
942277;561060
942279;561030
942282;561110
942281;561050
942278;561026
840208;G08434
942276;560780
G09311;G09311
840206;677054
G08645;G08645
G09386;G09386
G08881;G08881
G09506;G09506
G09334;G09334
G09324;G09324
840191;840191
840189;677204
840188;840188
G09508;G09508
G09124;G09124
840186;676228
840187;677053
840184;677051
840182;335117
840183;678052
840181;840181
942243;676226
840155;677144
840168;679363
G09302;G09302
840145;641339
G09336;G09336
840153;677194
840169;679362
840147;642282
G09304;G09304
840140;557299
840148;671281
G09306;G09306
840149;671284
840151;676225
840154;677147
840152;676227
840122;192564
G09296;G09296
G09369;G09369
850272;G09108
850278;G09109
850273;G09106
850280;G09107
G08966;G08966
840032;7269087
G09346;G09346
G09339;G09339
G09338;G09338
G09345;G09345
G09344;G09344
840097;840097
840098;840098
941318;641338
214381;214381
941314;941314
941313;642281
941138;481995
840080;677140
941108;671247
941109;691141
822490;G09013
840076;671283
G09277;G09277
G09276;G09276
G09270;G09270
G09273;G09273
G09272;G09272
G09269;G09269
G09268;G09268
G09275;G09275
G09274;G09274
G09271;G09271
941106;671111
941093;481822
226039;226039
179144;179144
EGG0007;T274
G09126;G09126
G09125;G09125
245311;245311
245310;245310
840023;7269082
822507;G09010
941063;941063
941061;941061
941060;941060
941077;941077
941074;941074
941073;941073
941062;941062
941054;941054
941072;941072
941076;941076
941053;941053
941058;941058
941065;941065
941078;941078
941064;941064
941059;941059
941075;941075
941070;941070
941055;941055
941066;941066
941069;941069
941057;941057
941071;941071
941056;941056
941068;941068
941067;941067
822988;677195
822987;677196
822527;G09004
822986;676224
821678;G09009
821685;G09005
822981;G09064
G09204;G09204
G09205;G09205
822950;677208
G09297;G09297
G09292;G09292
822939;192343
G09266;G09266
G09265;G09265
G09263;G09263
G09264;G09264
G09230;G09230
G09238;G09238
G09239;G09239
G09237;G09237
G09240;G09240
G09234;G09234
G09233;G09233
G09236;G09236
G09235;G09235
G09229;G09229
G09228;G09228
822910;676216
822903;676210
245316;245316
822886;G09203
G09074;G09074
G06402;G06402
810907;G06401
810906;G06400
822871;G09065
296545;296545
890088;G07512
890085;G07508
296544;296544
296543;296543
822861;676208
822856;642276
812431;812431
822852;G09068
822851;676207
822849;642274
822839;751530
822840;751532
822841;G09200
822845;676206
822824;671282
822814;G09335
822815;672145
822817;677206
822804;642272
822807;G09066
822806;G09198
821798;7246648
822798;642271
822799;672144
822797;642197
822793;G09337
G09162;G09162
822787;641335
G09164;G09164
850248;G09153
890364;G08662
822782;677135
822780;671280
822778;677139
G09102;G09102
G09103;G09103
G09101;G09101
808427;808427
179426;179426
808425;808425
296274;05528
900529;900529
812478;G06772
812479;G06773
820416;G07990
214328;GT61
226310;GT152
244679;244679
808426;808426
890251;890251
282310;282310
809757;G06492
244680;244680
890250;890250
EGG0105;T281
890258;890258
179427;179427
225918;GT77
809756;G06432
890257;890257
295898;295898
890256;890256
299510;G09184
G09147;G09147
822767;677155
822766;G09111
822763;G09094
822771;336102
822765;G09095
299509;G09183
809306;05837
809291;05841
802147;17A1581-1
809288;05892
808741;260404
812403;89161
804755;804755
822280;G08848
801613;801613
147753;147753
226260;226260
244512;T107
809724;05805
244593;244593
281686;281686
179164;05013
281989;281989
282515;282515
809848;05826
G07929;G07929
809728;05797
281913;GT312
G07902;G07902
821454;G08566
282030;282030
297095;297095
809905;05627
282545;282545
809906;05626
809907;05543
244592;244592
95054;95054
226157;226157
809535;05406
282053;282053
282299;282299
810640;G06428
244591;244591
890323;G08659
809311;05840
809429;G06198
244553;05141
850127;G07886
179169;05018
850107;G07883
298346;G06827
934673;540360
282514;282514
800290;800290
179166;05015
281925;281925
804505;804505
281843;281843
809729;G06005
G09113;G09113
281911;GT310
295495;295495
810198;810198
298566;G07061
295744;295744
809733;05807
G08247;G08247
809852;05827
805645;805645
900484;G06599
179276;179276
225951;05102
820600;G08134
890322;G08658
EGG0162;EGG0162
244957;244957
821650;G08573
298988;G08338
809844;05623
282195;282195
809560;05934
809524;05416
821651;677116
282054;282054
297853;G06796
801612;801612
281991;281991
900551;G06601
809427;G06103
244678;244678
812862;G07079
809726;05806
179265;179265
296937;G06080
298515;298515
179591;05080
245153;245153
809803;05483
809430;G06204
297922;297922
822300;G08849
821645;G08569
G06707;G06707
297481;G06461
295338;295338
281919;281919
295426;295426
296546;296546
179409;179409
821859;192168
809197;809197
226241;226241
G06526;G06526
226309;GT151
G07931;G07931
822287;G08850
10319;05308
281691;281691
296978;296978
809909;05581
G07933;G07933
10212;05322
809607;G06372
820376;G08133
809812;05482
245330;245330
809608;G06382
G07930;G07930
214307;214307
282051;282051
226051;226051
226047;226047
G07932;G07932
822309;G08852
809570;05922
179243;05019
281798;281798
281801;281801
282272;282272
930247;05965
808808;808808
281909;GT314
295741;295741
809428;G06199
809218;809218
245139;245139
245304;245304
282305;282305
214021;214021
812144;812144
809406;05790
809587;05938
281796;281796
295292;GT366
812197;G06832
214022;214022
G08824;G08824
295253;295253
296894;296894
296890;296890
295293;GT367
821608;G08572
295300;05542
808813;808813
226053;226053
10318;05307
G06668;G06668
147873;147873
10322;05311
805664;805664
244537;05140
805505;805505
299211;299211
G07040;G07040
G07038;G07038
809908;05582
282271;282271
214465;05081
226236;226236
282106;282106
281822;281822
282029;282029
809727;05804
G06737;G06737
296863;296863
226399;226399
G06689;G06689
806742;806742
296893;296893
805666;805666
296898;296898
821545;G08568
10321;05310
281792;281792
244635;244635
281820;281820
820344;G08135
281888;GT308
800259;800259
295296;GT372
809912;05556
244868;244868
G06669;G06669
934674;540350
809725;05808
226046;226046
281793;281793
10320;05309
800292;800292
214009;214009
G08981;G08981
809157;809157
812509;G06834
295294;GT370
295449;295449
244652;244652
G06691;G06691
282564;282564
820758;820758
809405;05791
G06490;G06490
226263;226263
281821;281821
935387;935387
296379;296379
809881;G06315
812510;G06835
281918;281918
G07044;G07044
226337;226337
900550;G06600
282450;282450
G06295;G06295
809408;05788
10317;05306
809445;05645
808399;808399
808398;808398
295743;295743
214077;214077
802752;802752UK
935386;935386
G06708;G06708
G07039;G07039
179119;179119
295496;295496
800291;800291
179167;05016
245309;245309
179165;05014
809882;G06313
179268;179268
809731;G06007
298985;G08333
G06808;G06808
G06807;G06807
822246;G08846
179168;05017
295298;05541
244608;244608
821670;677128
809904;05640
809189;809189
281993;281993
G06567;G06567
G07041;G07041
809480;G06222
G06624;G06624
226311;570970
295528;295528
935383;935383
900413;05648
821503;G08567
806005;806005
147802;147802
282405;282405
806746;806746
244358;244358
281699;281699
809911;05557
930246;05964
281910;GT315
809824;05163
226356;226356
G08821;G08821
244725;244725
809722;G06006
809155;809155
809914;05583
805803;805803
282311;282311
G08538;G08538
935388;935388
809514;05370
226261;226261
244594;244594
295488;295488
809883;G06314
296117;296117
296476;296476
850048;G07018
930245;05963
10313;05334
806743;806743
179285;179285
812861;G07080
820173;691906
G07738;G07738
805652;805652
244611;244611
809853;05882
809785;G06380
282596;282596
282301;282301
G07588;G07588
809158;809158
809845;05624
809172;809172
282306;282306
G08377;G08377
226048;226048
244357;244357
809170;809170
809730;05809
281935;281935
281889;GT309
10314;05303
809787;05085
808400;808400
G06527;G06527
282537;282537
179279;179279
282300;282300
820659;G08136
244568;244568
281677;281677
801492;801492
809194;809194
297852;G06795
812651;G06920
296380;296380
297921;297921
809596;05792
281728;281728
809846;05625
G06806;G06806
930244;05962
225952;05103
295201;295201
806741;806741
G06690;G06690
10316;05305
809775;05024
809719;05091
282565;282565
809843;05622
244539;05049
G06670;G06670
809878;G06311
822292;G08847
244380;244380
809910;05558
298567;G07062
282307;282307
805653;805653
295746;295746
809165;809165
809213;809213
281990;281990
809805;05485
226235;226235
295295;GT371
809558;05926
809599;G06226
809196;809196
809913;05555
281912;GT311
G07037;G07037
850045;G07017
10315;05304
295777;295777
812309;812309
809407;05789
805646;805646
EGG0189;T272
244535;05138
805663;417420
809823;05164
281794;281794
809542;05400
809595;05752
147789;147789
809798;05484
296382;296382
244650;244650
298511;G07019
G06585;G06585
850009;G06875
809541;05399
179579;179579
809784;G06381
298986;G08337
809419;05577
281680;281680
822227;G08845
806745;806745
809825;05162
890321;G08660
801225;801225
812305;812305
809903;05628
822037;G08570
281914;GT313
127769;05001
281800;281800
282269;282269
809854;05881
282309;282309
812982;481733
G06568;G06568
809721;05089
179526;179526
809822;05165
802766;802766
179428;179428
226045;226045
809723;05816
809565;05924
822351;671270
299126;299126
282548;282548
296547;296547
295337;295337
821439;G08571
808807;808807
214325;GT50
G06062;G06062
244726;244726
809821;05166
296383;296383
809515;05371
G07520;G07520
244607;244607
127770;05002
299207;G08508
805670;805670
282595;282595
802937;802937
809732;G06004
900546;900546
801493;801493
244513;T108
809577;05942
179429;179429
G07043;G07043
800969;800969
245293;245293
805785;805785
G07590;G07590
801614;801614
804560;804560
281799;281799
809418;05575
850120;G07885
809820;05167
821656;G08574
G07927;G07927
809879;G06310
850076;G07670
244534;05137
800298;800298
214412;214412
G08820;G08820
809720;05268
816139;T77
281802;281802
244382;244382
812545;192181
805802;805802
802847;802847UK
800258;800258
812512;192151
179264;179264
850241;850241
296835;296835
930248;05966
244609;244609
935378;935378
850079;6BA997
805534;805534
850080;6BA998
282273;282273
282270;282270
G08539;G08539
282274;282274
812511;192206
226052;226052
801615;801615
295613;295613
299208;G08509
802768;802768UK
935380;935380
298343;G06828
G08727;G08727
244651;244651
850083;G07668
G08224;G08224
812665;474117
282308;282308
890324;G08661
244653;244653
890125;G07636
821434;G08565
295272;5241-401-TI
809880;G06312
244832;244832
297059;297059
812399;481854
296895;296895
809390;809390
934675;540340
890126;G07638
281791;281791
803004;803004
890086;G07510
809191;809191
820526;G07994
G08222;G08222
810199;481786
935382;935382
935385;935385
801226;801226
G07042;G07042
850094;850094
296275;05580
935379;935379
281982;05346
810855;XG06393
G07966;G07966
850182;G08422
244610;244610
935384;935384
812016;812016
298987;G08334
935381;935381
806744;806744
244612;244612
244758;244758
G08874;G08874
800289;800289
298344;G06829
820498;G07992
802940;802940
296381;296381
809193;809193
890127;G07640
801491;801491
802767;802767UK
850113;G07884
809773;05022
299206;G08507
801227;801227
850087;G07803
803007;803007
296880;296880
820455;G07991
297693;G06373
281676;281676
822299;G08851
299038;G08336
179279OLD;179279-OLD
G08140;G08140
820519;G07993
G08223;G08223
G06713;G06713
281797;281797
298984;298984
299205;G08506
816140;T96
820851;481888
803005;803005
296896;296896
296977;296977
282289;282289
226049;226049
812015;812015
298989;G08335
809389;809389
803006;803006
821770;474152
